INFO:root:6006000
INFO:root:6006000
INFO:root:No: 1	GFLOPS: 1.33/1.33	result: MeasureResult(costs=(0.153770785, 0.153987047, 0.154272392), error_no=0, all_cost=2.931459903717041, timestamp=1529035040.830899)	[('tile_y', [128, 98, 2, 1]), ('tile_x', [64, 32, 2, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,x768601cb,1040642
INFO:root:No: 450	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:09] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:09] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6235678195953369, timestamp=1529035269.14739)	[('tile_y', [28, 4, 2, 112]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1866
INFO:root:No: 451	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:11] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:11] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=2.0181260108947754, timestamp=1529035271.174195)	[('tile_y', [14, 448, 1, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2818
INFO:root:No: 452	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:12] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:12] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=1.2216072082519531, timestamp=1529035272.404508)	[('tile_y', [7, 112, 8, 4]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9490
INFO:root:No: 453	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:13] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:13] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.7274379730224609, timestamp=1529035273.140655)	[('tile_y', [16, 4, 1, 392]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4252
INFO:root:No: 454	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:14] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:14] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.8620090484619141, timestamp=1529035274.01136)	[('tile_y', [28, 8, 1, 112]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12856
INFO:root:No: 455	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:14] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:14] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5824689865112305, timestamp=1529035274.602508)	[('tile_y', [28, 56, 16, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2350
INFO:root:No: 456	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:15] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:15] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.8055458068847656, timestamp=1529035275.416803)	[('tile_y', [14, 112, 1, 16]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3496
INFO:root:No: 457	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008586883544921875, timestamp=1529035275.434079)	[('tile_y', [2, 1568, 1, 8]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,7600
INFO:root:No: 458	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:15] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:15] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5361721515655518, timestamp=1529035275.970596)	[('tile_y', [224, 2, 7, 8]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5436
INFO:root:No: 459	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:16] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:16] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6860671043395996, timestamp=1529035276.665368)	[('tile_y', [14, 112, 2, 8]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3214
INFO:root:No: 460	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:17] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:17] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5507850646972656, timestamp=1529035277.224826)	[('tile_y', [8, 1, 14, 224]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8620
INFO:root:No: 461	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:17] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:17] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5270431041717529, timestamp=1529035277.76058)	[('tile_y', [448, 2, 2, 14]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1168
INFO:root:No: 462	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008759021759033203, timestamp=1529035277.778029)	[('tile_y', [2, 28, 112, 4]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,7378
INFO:root:No: 463	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008024930953979492, timestamp=1529035277.786398)	[('tile_y', [1, 4, 28, 224]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4228
INFO:root:No: 464	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:18] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:18] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6391069889068604, timestamp=1529035278.425837)	[('tile_y', [56, 16, 4, 7]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3060
INFO:root:No: 465	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008211135864257812, timestamp=1529035278.443622)	[('tile_y', [1, 1792, 1, 14]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12166
INFO:root:No: 466	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:18] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:18] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5172851085662842, timestamp=1529035278.961219)	[('tile_y', [4, 7, 896, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2506
INFO:root:No: 467	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00840306282043457, timestamp=1529035278.978317)	[('tile_y', [2, 4, 7, 448]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2098
INFO:root:No: 468	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:19] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:19] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.524137020111084, timestamp=1529035279.502774)	[('tile_y', [56, 7, 32, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2686
INFO:root:No: 469	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:20] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:20] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5161299705505371, timestamp=1529035280.027602)	[('tile_y', [896, 1, 4, 7]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5254
INFO:root:No: 470	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00861811637878418, timestamp=1529035280.044922)	[('tile_y', [2, 2, 128, 49]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6058
INFO:root:No: 471	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:20] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:20] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5752179622650146, timestamp=1529035280.620472)	[('tile_y', [7, 14, 64, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2962
INFO:root:No: 472	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008440017700195312, timestamp=1529035280.637577)	[('tile_y', [1, 64, 1, 392]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8656
INFO:root:No: 473	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:21] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:21] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5176601409912109, timestamp=1529035281.155585)	[('tile_y', [224, 1, 56, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2704
INFO:root:No: 474	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:21] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:21] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5482699871063232, timestamp=1529035281.71255)	[('tile_y', [4, 4, 16, 98]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6239
INFO:root:No: 475	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:22] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:22] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.554901123046875, timestamp=1529035282.276164)	[('tile_y', [98, 1, 1, 256]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8632
INFO:root:No: 476	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:22] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:22] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6309919357299805, timestamp=1529035282.915844)	[('tile_y', [98, 8, 1, 32]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8122
INFO:root:No: 477	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:23] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:23] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6059398651123047, timestamp=1529035283.530465)	[('tile_y', [14, 224, 4, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2596
INFO:root:No: 478	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:24] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:24] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5342979431152344, timestamp=1529035284.07343)	[('tile_y', [16, 1, 32, 49]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1648
INFO:root:No: 479	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:24] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:24] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5303881168365479, timestamp=1529035284.612534)	[('tile_y', [8, 1, 98, 32]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3796
INFO:root:No: 480	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:25] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:25] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5537078380584717, timestamp=1529035285.174892)	[('tile_y', [4, 8, 196, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2986
INFO:root:No: 481	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:25] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:25] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5372200012207031, timestamp=1529035285.721432)	[('tile_y', [448, 2, 2, 14]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3368
INFO:root:No: 482	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:26] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:26] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6382410526275635, timestamp=1529035286.368412)	[('tile_y', [98, 1, 8, 32]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8164
INFO:root:No: 483	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:26] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:26] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5832560062408447, timestamp=1529035286.960399)	[('tile_y', [56, 1, 1, 448]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,13078
INFO:root:No: 484	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:27] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:27] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6168479919433594, timestamp=1529035287.585963)	[('tile_y', [7, 4, 8, 112]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1890
INFO:root:No: 485	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00865793228149414, timestamp=1529035287.603399)	[('tile_y', [2, 49, 32, 8]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12096
INFO:root:No: 486	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:28] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:28] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5150260925292969, timestamp=1529035288.118731)	[('tile_y', [1568, 1, 8, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2620
INFO:root:No: 487	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008308887481689453, timestamp=1529035288.135773)	[('tile_y', [1, 28, 14, 64]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12790
INFO:root:No: 488	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:28] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:28] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5186290740966797, timestamp=1529035288.65472)	[('tile_y', [14, 1, 896, 2]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4984
INFO:root:No: 489	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:29] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:29] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6533749103546143, timestamp=1529035289.31684)	[('tile_y', [8, 4, 14, 56]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1716
INFO:root:No: 490	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:30] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:29] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.683664083480835, timestamp=1529035290.009227)	[('tile_y', [112, 4, 14, 4]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9496
